objective_1,objective_2
0.4573298864405585,-4.262145988746998
55.37313283807024,-59.087111944153854
59.9265960083371,-63.928398239081616
6.824390903961792,-10.44914322758197
19.874035338056668,-23.808875061440915
23.482022078347867,-25.65780078585441
4.929751170185411,-9.660048273541074
45.09662366720389,-44.63808120707699
226.12408616249544,-360.7865943013882
1.00947988357256,-4.379066924254611
0.7488443283292249,-4.378436822573586
224.9528265423693,-349.1346518533028
221.8050167673381,-307.2643983958175
227.31172448166808,-379.04463243392576
0.5040464666851804,-4.357016601016274
220.91508091601204,-293.2775230815957
222.76067029260048,-308.2830744151179
1.7073647902448792,-4.837199025161492
1.3103663358413318,-4.441849357809446
219.71828011403872,-291.86681881362284
219.37257438743688,-287.15543887799384
217.94724307762783,-283.84264108125836
3.8288567725784017,-6.777741585556432
2.7875941729817355,-6.546434701471715
2.175172216607559,-6.237570873946699
1.4155121111996685,-4.765708867291617
214.6846911220124,-248.44593843310815
214.78513124334893,-256.6924266703002
217.2264385335513,-264.90028080627235
217.4271051727571,-278.7156172240405
217.3115348387081,-269.9539845993083
214.8899832161683,-257.2362841052527
191.7633016624417,-188.8958981720995
197.78761859363144,-203.2680528087112
198.1077134280727,-204.79649942012233
197.64470380171224,-202.72578157258067
197.57601675414085,-200.2106885527331
194.5225169631236,-196.78440605027512
190.25681044033823,-180.5163876108048
192.48555038308845,-188.9079695327091
207.71267739434913,-226.81841422526728
1.7189740628882582,-5.403736984701482
209.33140913821512,-238.451858043342
205.5382401938764,-219.97880125346197
203.83648616372048,-215.0623919007127
27.445962495797783,-35.728337728929695
153.80211556957374,-128.53393610701156
160.26285317970869,-132.69955628646343
162.49979314461635,-135.4324023311298
162.84128979496668,-138.01340659205593
165.94354601096242,-143.24128905579286
168.02641724560846,-143.3966099543953
173.09133016614467,-151.75126906195086
203.31514412530024,-213.80508168933252
209.337643656238,-244.56310437136744
201.03730227594608,-205.02174691733308
202.28710865725537,-212.52557198610128
126.75519690299666,-102.80889167988153
146.77453169897345,-122.8207665164582
191.27818312153423,-185.02666428948152
46.91941736196305,-44.71059874368415
86.51138393140472,-76.80851781048163
43.22225983353428,-40.06057913716423
43.081663195816226,-39.38661922683223
169.03559524785769,-147.2696144929893
149.51377904858646,-123.56299429638966
152.12435336603997,-126.966379370256
125.91624342314827,-98.12360768170402
126.23737099705056,-100.3196560729557
123.10445704346596,-95.95686975675804
117.48818254764616,-93.70577292596045
117.27988091783482,-93.33650728754492
109.19019868065251,-87.52998018251826
127.3072101068816,-103.7996203524496
129.5276351587829,-107.13231041782184
176.36423934022696,-157.84277349868748
163.07603180042008,-139.87578946095164
163.61291428683634,-141.6265976452746
169.31853312818836,-148.08673577421482
179.64860881346598,-159.52284694551903
180.88614811224735,-162.35836610404718
175.7232038628318,-153.29467114100103
65.93514031920773,-67.08353524323833
175.9921787735529,-153.77917861639375
184.0852365229323,-168.27078877160298
188.5562039173233,-175.12046808549317
188.48697281237173,-174.9205294901179
192.5546340359298,-188.92040324701216
183.5739772882847,-164.72335739031828
1.921946674310292,-5.535680335646181
186.47343484163727,-170.66889096992085
172.12595125412614,-149.78877166923607
186.0050735434092,-168.39000455671098
155.07366000176268,-132.3674052535422
187.67915012643795,-173.61486499383804
100.6102228369633,-83.1315569086067
98.65982217476592,-81.99748881391982
100.85970528060707,-83.1401146443671
101.65826690190153,-84.61663136127754
116.07944625060128,-91.15513907056236
109.64538412268752,-88.25286714903844
134.82066113924523,-107.39089227050864
141.02113839201743,-110.38144346069082
146.7486475781399,-119.83423231067232
144.8577959067217,-117.35739026644872
141.47575485001158,-111.57130973198308
81.52229164415014,-67.17061219615816
144.1927560622515,-116.205944059971
104.43340518187956,-85.41798874892145
